Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Name_Clean,Cluster,SVD_Component_1,SVD_Component_2,Combined_Cluster
"Sharin no Kuni, Himawari no Shoujo",X360,2010.0,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,,,,,,,sharin no kuni himawari no shoujo,1,0.0021382717207616506,0.0024984923618690306,0
Simple DS Series Vol. 42: The Haioku Byoutou,DS,2008.0,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,,,simple ds series vol 42 the haioku byoutou,1,0.029124610260449133,0.03736028191919979,0
Drone Tactics,DS,2007.0,Strategy,Success,0.01,0.0,0.0,0.0,0.02,74.0,12.0,7.4,7.0,Success,E10+,drone tactics,1,0.003091852996211951,0.0004971726019336238,0
So-Ra-No-Wo-To: Otome no Gojuusou,PSP,2010.0,Adventure,Compile Heart,0.0,0.0,0.02,0.0,0.02,,,,,,,so ra no wo to otome no gojuusou,1,0.004655825171499318,-0.00011718976643785079,0
Technic Beat,PS2,2002.0,Misc,Arika,0.01,0.01,0.0,0.0,0.02,67.0,24.0,tbd,,Arika,E,technic beat,1,0.0002904257712296637,0.0031502919703935567,0
Dance! It's Your Stage,Wii,,Misc,DTP Entertainment,0.0,0.01,0.0,0.0,0.02,,,,,,,dance it s your stage,7,-0.008157112599463804,0.0572497903578722,0
Worldwide Soccer Manager 2006,PC,2004.0,Sports,Sega,0.0,0.01,0.0,0.0,0.02,89.0,20.0,,,Sports Interactive,E,worldwide soccer manager 2006,1,0.13583199809606286,-0.0239096502805964,0
I Love Horses: Rider's Paradise,Wii,2010.0,Simulation,Destineer,0.01,0.0,0.0,0.0,0.02,,,tbd,,Destineer,E,i love horses rider s paradise,1,0.0020550974844516677,0.004698094565897565,0
DuckTales: Remastered,PC,2013.0,Action,Capcom,0.0,0.01,0.0,0.0,0.02,66.0,6.0,7.6,152.0,WayForward,E,ducktales remastered,1,0.000430004171938153,0.00022630605777258295,0
Yume Neko DS,DS,2008.0,Simulation,Sega,0.0,0.0,0.02,0.0,0.02,,,,,,,yume neko ds,1,0.03012110680981208,0.04079420531444101,0
Germany's Next Topmodel 2011,DS,2011.0,Simulation,7G//AMES,0.0,0.01,0.0,0.0,0.02,,,,,,,germany s next topmodel 2011,1,0.03530850607914518,-0.0050633961374279175,0
Dream C Club,PS3,2012.0,Simulation,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,,,dream c club,1,0.01600675096294068,0.00020448860601215445,0
Assetto Corsa,XOne,2016.0,Racing,505 Games,0.0,0.01,0.0,0.0,0.02,63.0,9.0,6.7,27.0,Kunos Simulazioni,E,assetto corsa,1,0.0,0.0,0
SBK Superbike World Championship,PS2,2008.0,Racing,Black Bean Games,0.01,0.01,0.0,0.0,0.02,,,tbd,,Milestone S.r.l,E10+,sbk superbike world championship,1,0.14541518956159313,0.14593297646308404,0
Memories Off 6: Next Relation,PS2,2009.0,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,,,,,,,memories off 6 next relation,1,0.0011851748720002372,0.001061397146470394,0
Meiji Toukyou Renka: Twilight Kiss,PSP,2015.0,Action,Broccoli,0.0,0.0,0.02,0.0,0.02,,,,,,,meiji toukyou renka twilight kiss,1,0.0002622366068531306,0.00018711905962187227,0
Scared Rider Xechs,PS2,2010.0,Adventure,RED Entertainment,0.0,0.0,0.02,0.0,0.02,,,,,,,scared rider xechs,1,0.0014525746740137206,0.0015356306334720932,0
4 Play Collection - Dark Mysteries,PC,2014.0,Misc,Avanquest Software,0.0,0.01,0.0,0.0,0.02,,,,,,,4 play collection dark mysteries,1,0.016268899906231316,0.016458773158167628,0
Vitamin X: Detective B6,PSP,2012.0,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,,,vitamin x detective b6,1,0.0027800636561878924,-0.0007230056078524952,0
Misshitsu no Sacrifice,PSP,2010.0,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,,,misshitsu no sacrifice,1,0.00013805439790502545,0.00023508165208538604,0
Evil Genius,PC,2004.0,Strategy,Vivendi Games,0.0,0.01,0.0,0.0,0.02,75.0,51.0,8.3,106.0,Elixir Studios,T,evil genius,1,-0.009794726842786408,0.043302024563429777,0
Ouran Koukou Host Bu,PS2,2007.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,,ouran koukou host bu,1,0.000365608356649573,0.0013154947377949295,0
King's Quest: The Complete Collection,PS4,2016.0,Adventure,Activision,0.01,0.0,0.0,0.0,0.02,,,tbd,,The Odd Gentlemen,E10+,king s quest the complete collection,1,0.016791339898593233,0.018067248931650657,0
Lotus Challenge,GC,2004.0,Racing,Ignition Entertainment,0.01,0.0,0.0,0.0,0.02,,,,,,,lotus challenge,1,0.025270749797047635,0.011718919325809814,0
Imperium Romanum,PC,2008.0,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.02,63.0,19.0,7.5,24.0,Haemimont,E10+,imperium romanum,1,0.0,0.0,0
Football Manager 2007,X360,,Sports,Sega,0.0,0.01,0.0,0.0,0.01,,,,,,,football manager 2007,1,0.025288320602734275,0.002174648654638539,0
Ferrari: The Race Experience,Wii,,Racing,System 3 Arcade Software,0.0,0.01,0.0,0.0,0.01,54.0,4.0,,,System 3,E,ferrari the race experience,1,0.007395304567970757,-5.256213474742545e-05,0
Dragon Zakura DS,DS,2007.0,Misc,Electronic Arts,0.0,0.0,0.01,0.0,0.01,,,,,,,dragon zakura ds,1,0.05972863972452094,0.03147426509760519,0
Chameleon: To Dye For!,DS,2006.0,Puzzle,505 Games,0.01,0.0,0.0,0.0,0.01,,,,,,,chameleon to dye for,1,7.076126541398788e-07,1.917838476337765e-06,0
Sora no Otoshimono: DokiDoki Summer Vacation,PSP,2010.0,Adventure,Kadokawa Shoten,0.0,0.0,0.01,0.0,0.01,,,,,,,sora no otoshimono dokidoki summer vacation,1,0.0014396597969187396,0.002428386072636619,0
Shinseiki Evangelion: Battle Orchestra Portable,PSP,2009.0,Fighting,Broccoli,0.0,0.0,0.01,0.0,0.01,,,,,,,shinseiki evangelion battle orchestra portable,1,0.017115787278464682,0.02000080236490366,0
Blackthorne,GBA,2003.0,Action,Activision,0.01,0.0,0.0,0.0,0.01,67.0,10.0,7.6,5.0,Mass Media,T,blackthorne,1,0.0,0.0,0
Donkey Kong Jungle Beat,Wii,2008.0,Platform,Nintendo,0.0,0.01,0.0,0.0,0.01,,,,,,,donkey kong jungle beat,1,0.003916179627007084,0.006296388518987783,0
DokuSui: DokiDoki Suikoden,PSP,2011.0,Role-Playing,Irem Software Engineering,0.0,0.0,0.01,0.0,0.01,,,,,,,dokusui dokidoki suikoden,1,0.0018230290546027662,0.003559515865755754,0
Contrast,PC,2013.0,Platform,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01,62.0,24.0,7.7,169.0,Compulsion Games,T,contrast,1,0.0,0.0,0
Bomberman (jp sales),PSP,2006.0,Puzzle,Konami Digital Entertainment,0.0,0.0,0.01,0.0,0.01,,,,,,,bomberman jp sales,8,0.05675782217933076,0.013918820714414096,0
Blazblue: Continuum Shift Extend,PSP,2012.0,Fighting,Arc System Works,0.0,0.0,0.01,0.0,0.01,,,,,,,blazblue continuum shift extend,1,0.001408162032120364,0.0027270138226545555,0
S.Y.K: Shinsetsu Saiyuuki,PS2,2009.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,,,,,,,s y k shinsetsu saiyuuki,1,0.00022467648890748637,9.120830166303341e-08,0
Black Cat,PS2,2006.0,Action,Capcom,0.0,0.0,0.01,0.0,0.01,,,,,,,black cat,1,0.003708221778184981,0.008592001079874486,0
Smart Kid's Mega Game Mix,DS,2009.0,Misc,UFO Interactive,0.01,0.0,0.0,0.0,0.01,,,tbd,,,,smart kid s mega game mix,3,0.015107358437874849,0.08959695384141968,0
Space Invaders Revolution,DS,2005.0,Shooter,Rising Star Games,0.01,0.0,0.0,0.0,0.01,49.0,9.0,5.2,5.0,Marvelous Entertainment,E,space invaders revolution,1,-0.0006656035256488649,0.012218151430891125,0
Wiffle Ball Advance,DS,2007.0,Sports,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.01,,,,,,,wiffle ball advance,1,0.01872321162268341,0.002511775220691087,0
Red Stone DS: Akaki Ishi ni Michibikareshi Monotachi,DS,2011.0,Role-Playing,Unknown,0.0,0.0,0.01,0.0,0.01,,,,,,,red stone ds akaki ishi ni michibikareshi monotachi,1,0.0249092512180275,0.034997116282171836,0
Wand of Fortune: Mirai e no Prologue Portable,PSP,2010.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,,,,,,,wand of fortune mirai e no prologue portable,1,0.00862574227883306,0.0016319547756511294,0
Secret Game Portable,PSP,2010.0,Adventure,Yeti,0.0,0.0,0.01,0.0,0.01,,,,,,,secret game portable,3,0.03187810328096758,0.10195385026181267,0
Sengoku Hime: Senran ni Mau Otometachi,PSP,2009.0,Adventure,Yeti,0.0,0.0,0.01,0.0,0.01,,,,,,,sengoku hime senran ni mau otometachi,1,0.002976186570947722,0.0033240004621824222,0
SpongeBob: HeroPants,PSV,2015.0,Platform,Activision,0.01,0.0,0.0,0.0,0.01,,,5.1,7.0,Activision,E,spongebob heropants,1,0.001523363829517323,0.0037565991410624016,0
Kimi no Yuusha,DS,2008.0,Role-Playing,SNK Playmore,0.0,0.0,0.01,0.0,0.01,,,,,,,kimi no yuusha,1,0.0006963424911199057,0.001604522821250061,0
Tom Clancy's  Ghost Recon Advanced Warfighter (weekly JP sales),X360,2006.0,Shooter,Ubisoft,0.0,0.0,0.01,0.0,0.01,,,,,,,tom clancy s ghost recon advanced warfighter weekly jp sales,8,0.03040181817740635,-0.016568235899868975,0
Period Cube: Torikago no Amadeus,PSV,2016.0,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01,,,,,,,period cube torikago no amadeus,1,4.2261059574312935e-06,9.689736738699419e-06,0
Nobunaga no Yabou Online: Houou no Shou,PS3,2012.0,Strategy,Ackkstudios,0.0,0.0,0.01,0.0,0.01,,,,,,,nobunaga no yabou online houou no shou,1,0.0029210994996855945,0.005821486076073692,0
Cosmetic Paradise: Make no Kiseki,DS,2008.0,Misc,Global A Entertainment,0.0,0.0,0.01,0.0,0.01,,,,,,,cosmetic paradise make no kiseki,1,0.001997858617577925,0.00189953535472833,0
Turok,PC,2008.0,Action,Touchstone,0.0,0.01,0.0,0.0,0.01,65.0,16.0,6.5,55.0,Propaganda Games,M,turok,1,0.0044788408064419,0.0008751707078683596,0
Legoland,PC,1999.0,Action,LEGO Media,0.0,0.01,0.0,0.0,0.01,,,,,,,legoland,1,0.0,0.0,0
Nobunaga no Yabou DS,DS,2006.0,Strategy,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,,,,,,,nobunaga no yabou ds,1,0.022460263320271106,0.030039100904697302,0
Winter Sports 3: The Great Tournament,X360,2010.0,Sports,Tradewest,0.0,0.01,0.0,0.0,0.01,,,,,49Games,E,winter sports 3 the great tournament,1,0.015600049218901589,0.01142352670781496,0
Valentino Rossi: The Game,PC,2016.0,Racing,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01,72.0,4.0,6.2,14.0,"Milestone, Milestone S.r.l",E,valentino rossi the game,3,0.009183899147327113,0.0708775790989127,0
Wand of Fortune Portable,PSP,2010.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,,,,,,,wand of fortune portable,1,0.010787093180509542,0.0019449704505755186,0
Sengoku,PC,2011.0,Strategy,Paradox Interactive,0.0,0.01,0.0,0.0,0.01,70.0,13.0,6.8,86.0,Paradox Development Studio,T,sengoku,1,0.0009856337651235024,0.003375136664079012,0
Republique,PS4,2016.0,Action,Nippon Ichi Software,0.0,0.01,0.01,0.0,0.01,72.0,35.0,5.8,29.0,"Camouflaj, LLC",M,republique,1,0.0,0.0,0
Sousaku Alice to Oujisama!,3DS,2015.0,Simulation,Happinet,0.0,0.0,0.01,0.0,0.01,,,,,,,sousaku alice to oujisama,1,0.001926319239260805,0.002082321904852329,0
Ship Simulator 2008,PC,2007.0,Simulation,Lighthouse Interactive,0.0,0.01,0.0,0.0,0.01,62.0,9.0,6.6,8.0,VSTEP,E,ship simulator 2008,1,0.01875751028867585,0.0013608855235200084,0
Rengoku II: The Stairway to H.E.A.V.E.N. (jp sales),PSP,2006.0,Action,Konami Digital Entertainment,0.0,0.0,0.01,0.0,0.01,,,,,,,rengoku ii the stairway to h e a v e n jp sales,8,0.11103949425461027,0.12289692659748461,0
Brave: The Video Game,Wii,2012.0,Action,Disney Interactive Studios,0.0,0.01,0.0,0.0,0.01,,,,,,,brave the video game,3,0.01842447088440179,0.12154943223602623,0
Simple DS Series Vol. 14: The Jidousha Kyoushuujo DS,DS,2007.0,Misc,D3Publisher,0.0,0.0,0.01,0.0,0.01,,,,,,,simple ds series vol 14 the jidousha kyoushuujo ds,1,0.044378180303119706,0.04703392804423326,0
Ten Pin Alley 2,GBA,2004.0,Sports,XS Games,0.01,0.0,0.0,0.0,0.01,,,tbd,,Pronto Games,E,ten pin alley 2,1,3.481727872641025e-05,3.2001708009953875e-05,0
NBA 2K17,PC,2016.0,Sports,Take-Two Interactive,0.0,0.01,0.0,0.0,0.01,90.0,6.0,6.3,52.0,Visual Concepts,E,nba 2k17,1,-0.007240399698896989,-0.031575425829335785,0
Postman Pat: Special Delivery Service,DS,2009.0,Misc,GSP,0.0,0.01,0.0,0.0,0.01,,,,,,,postman pat special delivery service,1,0.002809746891552031,0.0070169558393030065,0
Himawari: Pebble in the Sky Portable,PSP,2010.0,Adventure,Kadokawa Shoten,0.0,0.0,0.01,0.0,0.01,,,,,,,himawari pebble in the sky portable,1,0.0173900023067407,0.0052807695443436945,0
Rise of Flight: Iron Cross Edition,PC,2010.0,Simulation,Aerosoft,0.01,0.0,0.0,0.0,0.01,,,7.9,11.0,777 Studios,E10+,rise of flight iron cross edition,1,0.012451034123405164,0.01762442577002021,0
WRC 5: FIA World Rally Championship,XOne,2015.0,Sports,Bigben Interactive,0.0,0.01,0.0,0.0,0.01,,,,,,,wrc 5 fia world rally championship,1,0.12618166546018186,0.12479395077664074,0
Katekyoo Hitman Reborn Nerae!? Ring x Bongole Returns,PS2,2008.0,Adventure,Marvelous Interactive,0.0,0.0,0.01,0.0,0.01,,,,,,,katekyoo hitman reborn nerae ring x bongole returns,1,0.004942094204999232,0.005749946046392976,0
NiGHTS into dreams...,PS2,2008.0,Platform,Sega,0.0,0.0,0.01,0.0,0.01,,,,,,,nights into dreams,1,0.0015417153046562745,0.0022723409571199595,0
Kono Aozora ni Yakusoku o: Tenohira no Rakuen,PSP,2009.0,Adventure,TGL,0.0,0.0,0.01,0.0,0.01,,,,,,,kono aozora ni yakusoku o tenohira no rakuen,1,0.00326477914642938,0.002421987568897715,0
Guild Wars: Factions,PC,2006.0,Role-Playing,NCSoft,0.0,0.01,0.0,0.0,0.01,84.0,39.0,8.5,128.0,ArenaNet,T,guild wars factions,9,0.03805968254261091,0.12674871512637748,0
Shinobi Koutsutsu,PSP,2014.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,,,,,,,shinobi koutsutsu,1,0.0002582112197764435,0.00045832102912072035,0
WinBack 2: Project Poseidon,PS2,2006.0,Shooter,Tecmo Koei,0.01,0.01,0.0,0.0,0.01,48.0,21.0,tbd,,Cavia Inc.,T,winback 2 project poseidon,1,0.007632285078247389,-3.545446699234687e-05,0
Kaitou Rousseau,DS,2006.0,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,,,,,,,kaitou rousseau,1,2.7503777861924874e-05,1.741489518990337e-05,0
GunParade Orchestra: Ao no Shou,PS2,2006.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.01,0.0,0.01,,,,,,,gunparade orchestra ao no shou,1,0.0001923563267681905,0.0007017286364220148,0
Totally Spies! Totally Party,PS2,2008.0,Misc,Ubisoft,0.01,0.01,0.0,0.0,0.01,,,,,,,totally spies totally party,1,0.004403487039869467,0.019401802184036473,0
Puyo Pop Fever,GC,2004.0,Puzzle,Sega,0.01,0.0,0.0,0.0,0.01,72.0,18.0,tbd,,Sonic Team,E,puyo pop fever,1,0.0035205043497878244,0.00601267091681108,0
Super Stardust Ultra VR,PS4,2016.0,Shooter,Sony Computer Entertainment,0.0,0.01,0.0,0.0,0.01,66.0,13.0,6.2,13.0,Sony Interactive Entertainment,E10+,super stardust ultra vr,3,0.03523873824747891,0.08736872920272558,0
Total War Attila: Tyrants & Kings,PC,2016.0,Strategy,Koch Media,0.0,0.01,0.0,0.0,0.01,,,,,,,total war attila tyrants kings,1,0.01638262630401618,0.016558804562604543,0
Wizardry XTH: Unlimited Students,PS2,2006.0,Role-Playing,Michaelsoft,0.0,0.0,0.01,0.0,0.01,,,,,,,wizardry xth unlimited students,1,0.001976702983918629,0.0027023331861060033,0
Instant Brain,X360,2011.0,Adventure,Cave,0.0,0.0,0.01,0.0,0.01,,,,,,,instant brain,1,0.0021099877386939947,0.0008611877248666275,0
Coronation Street: The Mystery of the Missing Hotpot Recipe,PC,2011.0,Adventure,Avanquest,0.0,0.01,0.0,0.0,0.01,,,,,,,coronation street the mystery of the missing hotpot recipe,1,0.01789359804122015,0.0015419084000849906,0
Dead Rising,XOne,2016.0,Action,Capcom,0.01,0.0,0.0,0.0,0.01,,,8.8,12.0,Capcom,M,dead rising,1,-0.0026211480274694852,0.018850873492389245,0
Abunai: Koi no Sousa Shitsu,PSP,2012.0,Action,Quinrose,0.0,0.0,0.01,0.0,0.01,,,,,,,abunai koi no sousa shitsu,1,0.0011938557008404661,0.0013678711562693953,0
MLB 15: The Show,PSV,2015.0,Sports,Sony Computer Entertainment,0.01,0.0,0.0,0.0,0.01,,,8.8,5.0,SCEA San Diego Studios,E,mlb 15 the show,1,0.01361068057671998,-0.004013340174481631,0
Azure Striker Gunvolt,3DS,2016.0,Action,Yacht Club Games,0.01,0.0,0.0,0.0,0.01,77.0,20.0,8.4,62.0,Inti Creates,E10+,azure striker gunvolt,1,0.0020804880613532434,-0.001032680812043246,0
Penguins of Madagascar,Wii,2014.0,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01,,,tbd,,Little Orbit,E,penguins of madagascar,1,0.00012011655770064821,0.0002808666362930148,0
Magic Encyclopedia: Moonlight,DS,2010.0,Misc,Foreign Media Games,0.0,0.01,0.0,0.0,0.01,,,,,,,magic encyclopedia moonlight,1,0.00385665722567775,0.0051624970635772505,0
Don Bradman Cricket 14,PS3,2014.0,Sports,Tru Blu Entertainment,0.0,0.01,0.0,0.0,0.01,73.0,5.0,6.9,55.0,Big Ant Studios,E,don bradman cricket 14,1,0.012104006485151423,-0.005108454960083605,0
SoulLink Extension,PS2,2006.0,Adventure,Interchannel,0.0,0.0,0.01,0.0,0.01,,,,,,,soullink extension,1,0.0,0.0,0
Codename: Panzers Phase Two,PC,2005.0,Strategy,CDV Software Entertainment,0.0,0.01,0.0,0.0,0.01,80.0,36.0,8.1,15.0,Stormregion,T,codename panzers phase two,1,0.0002885605282999735,0.0007462622213317355,0
Winning Post 7 Maximum 2008,PS2,2008.0,Sports,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,,,,,,,winning post 7 maximum 2008,1,0.04893447691436178,0.014614034301631953,0
Samurai Shodown Anthology (JP sales),PS2,2008.0,Fighting,Ignition Entertainment,0.0,0.0,0.01,0.0,0.01,,,,,,,samurai shodown anthology jp sales,8,0.04178541743147499,0.011120069452928988,0
Sangoku Koi Senki: Otome no Heihou!,PS2,2011.0,Adventure,Prototype,0.0,0.0,0.01,0.0,0.01,,,,,,,sangoku koi senki otome no heihou,1,0.0011923089876875932,0.0016235099251889372,0
Alfa Romeo Racing Italiano,PS2,2005.0,Racing,Black Bean Games,0.01,0.01,0.0,0.0,0.01,,,6.8,5.0,Milestone S.r.l,E,alfa romeo racing italiano,2,0.05082649135205207,0.02097187012837371,0
"Pachi-Slot Teiou: Golgo 13 Las Vegas (JP sales, but wrong system)",PS2,2002.0,Misc,Media Entertainment,0.0,0.0,0.01,0.0,0.01,,,,,,,pachi slot teiou golgo 13 las vegas jp sales but wrong system,8,0.045431342851046864,0.0013655777716866113,0
The Last Remnant,PC,2009.0,Role-Playing,Square Enix,0.0,0.01,0.0,0.0,0.01,66.0,23.0,8.3,240.0,Square Enix,M,the last remnant,1,0.0,0.0,0
Kaitou Joker: Toki o Koeru Kaitou to Ushinawareta Houseki,3DS,2015.0,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,,,,,,,kaitou joker toki o koeru kaitou to ushinawareta houseki,1,0.0005745847874020043,0.0004944488089155762,0
Super Robot Taisen XO,X360,2006.0,Strategy,Banpresto,0.0,0.0,0.01,0.0,0.01,,,,,,,super robot taisen xo,3,0.054430685282698996,0.17544503905636652,0
Aquaman: Battle for Atlantis,XB,,Action,Unknown,0.01,0.0,0.0,0.0,0.01,26.0,13.0,2.7,15.0,Lucky Chicken,T,aquaman battle for atlantis,1,0.012501457346928337,0.03047321458983747,0
Raven's Cry,PS4,2015.0,Role-Playing,TopWare Interactive,0.0,0.01,0.0,0.0,0.01,,,,,,,raven s cry,1,0.00018658571096852452,0.0002790663177954522,0
Call of Juarez,PC,2006.0,Shooter,Ubisoft,0.0,0.01,0.0,0.0,0.01,72.0,25.0,7.8,223.0,Techland,M,call of juarez,1,3.455206689306358e-05,0.00012832859816783103,0
Pachitte Chonmage Tatsujin 16: Pachinko Hissatsu Shigotojin III,PS2,2010.0,Misc,Hackberry,0.0,0.0,0.01,0.0,0.01,,,,,,,pachitte chonmage tatsujin 16 pachinko hissatsu shigotojin iii,1,0.008694178880909129,0.00727121282586401,0
Unreal Tournament 2003,PC,2002.0,Shooter,Atari,0.0,0.01,0.0,0.0,0.01,86.0,27.0,8.2,98.0,Digital Extremes,M,unreal tournament 2003,1,0.014608595373679395,0.0034151521421380213,0
Neverwinter Nights 2: Mask of the Betrayer,PC,2007.0,Role-Playing,Atari,0.0,0.01,0.0,0.0,0.01,82.0,25.0,8.8,182.0,Obsidian Entertainment,T,neverwinter nights 2 mask of the betrayer,1,0.0006725773907107739,0.0015421031469810985,0
Mortal Kombat: Tournament Edition,GBA,2003.0,Fighting,Midway Games,0.01,0.0,0.0,0.0,0.01,75.0,14.0,8.1,8.0,Criterion Games,M,mortal kombat tournament edition,1,0.013248183516412576,0.007856368758761313,0
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,XB,2005.0,Adventure,Activision,0.01,0.0,0.0,0.0,0.01,,,,,,,seaworld adventure parks shamu s deep sea adventure,1,0.004065867108771724,0.004197959298149443,0
Diary Girl,DS,2008.0,Misc,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.01,,,tbd,,Konami,E,diary girl,1,0.0007616480859746844,0.0015571608441699275,0
Shitsuji ga Aruji o Erabu Toki,PSV,2016.0,Adventure,Unknown,0.0,0.0,0.01,0.0,0.01,,,,,,,shitsuji ga aruji o erabu toki,1,0.0007178810368853226,0.0008816010004735433,0
Rayman Raving Rabbids,PC,2006.0,Misc,Ubisoft,0.0,0.01,0.0,0.0,0.01,58.0,6.0,7.6,31.0,Ubisoft Bulgaria,E,rayman raving rabbids,1,0.000957828235160051,0.002147670986598768,0
War for the Overworld,PC,2015.0,Strategy,Unknown,0.0,0.01,0.0,0.0,0.01,65.0,14.0,7.7,90.0,Subterranean Games,,war for the overworld,1,0.027702232765488555,0.029063404999263243,0
World Poker Tour,GBA,2005.0,Misc,Take-Two Interactive,0.01,0.0,0.0,0.0,0.01,,,tbd,,Backbone Emeryville,E,world poker tour,1,0.1384804583218688,0.14394607984775162,0
Best Of Tests,DS,2008.0,Puzzle,Conspiracy Entertainment,0.01,0.0,0.0,0.0,0.01,,,,,,,best of tests,1,0.00018780338953324946,0.0002462558004368938,0
Infinite Stratos 2: Love and Purge,PSV,2015.0,Action,5pb,0.0,0.0,0.01,0.0,0.01,,,,,,,infinite stratos 2 love and purge,1,0.002962722072915598,0.005084159875423509,0
Honda ATV Fever,DS,2010.0,Racing,Storm City Games,0.01,0.0,0.0,0.0,0.01,,,tbd,,Beyond Reality,E,honda atv fever,1,0.003769123709350989,0.004023807871954141,0
Umihara Kawase Jun: Second Edition Kanzenban,DS,2009.0,Puzzle,Genterprise,0.0,0.0,0.01,0.0,0.01,,,,,,,umihara kawase jun second edition kanzenban,1,0.015656536272781334,0.012648029290312177,0
50 Classic Games,3DS,2012.0,Misc,Avanquest Software,0.0,0.01,0.0,0.0,0.01,,,,,,,50 classic games,1,0.0076011490074099864,0.009047159958460964,0
Psycho-Pass,XOne,2014.0,Adventure,5pb,0.0,0.0,0.01,0.0,0.01,,,,,,,psycho pass,1,2.275648842244109e-06,4.385176272429745e-06,0
Fab 5 Soccer,DS,2008.0,Sports,Destineer,0.01,0.0,0.0,0.0,0.01,,,tbd,,Magellan Interactive,E,fab 5 soccer,1,0.4285008878323613,-0.0901695679769506,0
Destiny Links,DS,2009.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,,,,,,,destiny links,1,0.00354918828353778,0.008822404932151322,0
Egg Mania: Eggstreme Madness,XB,2002.0,Puzzle,Kemco,0.01,0.0,0.0,0.0,0.01,58.0,7.0,tbd,,HotGen,E,egg mania eggstreme madness,1,0.00413839782811187,0.001959087254193606,0
Pro Angler Moves,PS3,2012.0,Sports,"Interworks Unlimited, Inc.",0.01,0.0,0.0,0.0,0.01,,,tbd,,"Interworks Unlimited, Inc.",E,pro angler moves,5,0.14695060886470296,-0.09993054455519013,0
WRC: FIA World Rally Championship,PC,,Racing,Black Bean Games,0.0,0.01,0.0,0.0,0.01,65.0,7.0,,,Black Bean Games,RP,wrc fia world rally championship,1,0.12618166546018186,0.12479395077664074,0
Sakura Sakura: Haru Urara,PSP,2010.0,Adventure,GN Software,0.0,0.0,0.01,0.0,0.01,,,,,,,sakura sakura haru urara,1,0.003776532036385634,0.01293136554887674,0
Rocksmith 2014 Edition Remastered,XOne,2016.0,Misc,Ubisoft,0.01,0.0,0.0,0.0,0.01,,,tbd,,Ubisoft,T,rocksmith 2014 edition remastered,1,0.02200594832438257,0.0041657057091834425,0
Uta no * Prince-Sama: Sweet Serenade,PSP,2011.0,Adventure,Broccoli,0.0,0.0,0.01,0.0,0.01,,,,,,,uta no prince sama sweet serenade,1,0.0017657353920430168,0.0036145674066908086,0
Higurashi no Naku Koro ni Iki,PS3,2015.0,Action,Kaga Create,0.0,0.0,0.01,0.0,0.01,,,,,,,higurashi no naku koro ni iki,1,0.002716876029184461,0.0019097290137515272,0
The Legend of Heroes: Trails in the Sky Third Chapter,PS3,2013.0,Role-Playing,Falcom Corporation,0.0,0.0,0.01,0.0,0.01,,,,,,,the legend of heroes trails in the sky third chapter,1,0.009151275276248457,0.0323859266249209,0
Road Trip: Shifting Gears,GBA,2002.0,Racing,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.01,,,7.6,5.0,Takara,E,road trip shifting gears,1,0.005261410262286298,0.003044015672031209,0
Rewrite,PSV,2014.0,Adventure,Prototype,0.0,0.0,0.01,0.0,0.01,,,,,,,rewrite,1,0.0,0.0,0
Darksiders: Warmastered Edition,XOne,2016.0,Action,Nordic Games,0.01,0.0,0.0,0.0,0.01,80.0,13.0,7.9,14.0,Nordic Games Publishing,M,darksiders warmastered edition,1,0.017045453546056823,0.01708067986685414,0
Major Dream: Major Wii Nagero! Gyroball!!,Wii,2008.0,Sports,Takara Tomy,0.0,0.0,0.01,0.0,0.01,,,,,,,major dream major wii nagero gyroball,1,0.024218632536885196,0.0036072622605529997,0
